component_id,sum_of_max_gross_load_mw,max_of_sum_gross_load_mw,max_ramp,min_ramp,idxmax_ramp,idxmin_ramp,max_abs_ramp,idxmax_abs_ramp,EIA_UNIT_TYPE,capacity_CAMD,capacity_EIA,simple_CAMD_FUEL_TYPE_via_capacity,simple_EIA_FUEL_TYPE_via_capacity,simple_EIA_UNIT_TYPE,ramp_factor_CAMD,ramp_factor_EIA,ramp_factor_sum_max,ramp_factor_max_sum
3168,99.0,99.0,91.0,-90.0,2015-02-19 04:00:00+00:00,2016-01-19 16:00:00+00:00,91.0,2015-02-19 04:00:00+00:00,"('GT',)",86.0,86.0,gas,gas,gas_turbine,1.058139534883721,1.058139534883721,0.9191919191919192,0.9191919191919192
3169,99.0,99.0,90.0,-91.0,2016-01-19 12:00:00+00:00,2016-01-19 16:00:00+00:00,91.0,2016-01-19 16:00:00+00:00,"('GT',)",86.0,86.0,gas,gas,gas_turbine,1.058139534883721,1.058139534883721,0.9191919191919192,0.9191919191919192
3170,97.0,97.0,88.0,-89.0,2015-01-08 12:00:00+00:00,2016-01-19 16:00:00+00:00,89.0,2016-01-19 16:00:00+00:00,"('GT',)",86.0,86.0,gas,gas,gas_turbine,1.0348837209302326,1.0348837209302326,0.9175257731958762,0.9175257731958762
3171,98.0,98.0,89.0,-88.0,2018-01-13 18:00:00+00:00,2016-01-11 15:00:00+00:00,89.0,2018-01-13 18:00:00+00:00,"('GT',)",86.0,86.0,gas,gas,gas_turbine,1.0348837209302326,1.0348837209302326,0.9081632653061225,0.9081632653061225
3172,99.0,99.0,89.0,-90.0,2015-12-19 12:00:00+00:00,2018-01-15 05:00:00+00:00,90.0,2018-01-15 05:00:00+00:00,"('GT',)",86.0,86.0,gas,gas,gas_turbine,1.0465116279069768,1.0465116279069768,0.9090909090909091,0.9090909090909091
3173,98.0,98.0,87.0,-87.0,2015-12-19 12:00:00+00:00,2015-12-19 15:00:00+00:00,87.0,2015-12-19 12:00:00+00:00,"('GT',)",86.0,86.0,gas,gas,gas_turbine,1.0116279069767442,1.0116279069767442,0.8877551020408163,0.8877551020408163
3174,98.0,98.0,87.0,-87.0,2015-03-02 12:00:00+00:00,2018-01-07 16:00:00+00:00,87.0,2015-03-02 12:00:00+00:00,"('GT',)",86.0,86.0,gas,gas,gas_turbine,1.0116279069767442,1.0116279069767442,0.8877551020408163,0.8877551020408163
3175,380.0,372.0,138.0,-134.0,2015-11-14 10:00:00+00:00,2016-04-05 15:00:00+00:00,138.0,2015-11-14 10:00:00+00:00,"('CA', 'CT')",399.0,576.8,gas,gas,combined_cycle,0.3458646616541353,0.23925104022191404,0.3631578947368421,0.3709677419354839
3176,848.0,837.0,211.0,-252.0,2015-03-13 10:00:00+00:00,2016-12-16 20:00:00+00:00,252.0,2016-12-16 20:00:00+00:00,"('CA', 'CT')",593.6,872.2,gas,gas,combined_cycle,0.4245283018867924,0.2889245585874799,0.2971698113207547,0.3010752688172043
3177,621.0,618.0,363.0,-331.0,2019-01-10 13:00:00+00:00,2019-01-10 11:00:00+00:00,363.0,2019-01-10 13:00:00+00:00,"('CA', 'CT')",396.3,619.4,gas,gas,combined_cycle,0.9159727479182437,0.5860510171133355,0.5845410628019324,0.587378640776699
3178,551.0,551.0,205.0,-208.0,2018-08-16 17:00:00+00:00,2018-08-16 16:00:00+00:00,208.0,2018-08-16 16:00:00+00:00,"('CA', 'CT')",383.0,555.0,gas,gas,combined_cycle,0.5430809399477807,0.3747747747747748,0.37749546279491836,0.37749546279491836
3179,1686.0,1562.0,221.0,-290.0,2019-07-14 14:00:00+00:00,2017-04-30 21:00:00+00:00,290.0,2017-04-30 21:00:00+00:00,"('CA', 'CT')",756.1,987.0,gas,gas,combined_cycle,0.3835471498479037,0.2938196555217832,0.17200474495848161,0.1856594110115237
3180,303.0,303.0,184.0,-254.0,2018-02-16 18:00:00+00:00,2018-02-16 16:00:00+00:00,254.0,2018-02-16 16:00:00+00:00,"('CA', 'CT')",179.3,301.3,gas,gas,combined_cycle,1.4166201896263244,0.8430136076999668,0.8382838283828383,0.8382838283828383
3181,301.0,301.0,176.0,-264.0,2017-07-28 14:00:00+00:00,2015-01-08 14:00:00+00:00,264.0,2015-01-08 14:00:00+00:00,"('CA', 'CT')",179.3,301.3,gas,gas,combined_cycle,1.4723926380368098,0.8762031198141387,0.8770764119601329,0.8770764119601329
3182,288.0,288.0,162.0,-225.0,2018-09-16 15:00:00+00:00,2018-09-16 13:00:00+00:00,225.0,2018-09-16 13:00:00+00:00,"('CA', 'CT')",179.3,301.3,gas,gas,combined_cycle,1.2548800892359173,0.7467640225688682,0.78125,0.78125
3183,236.0,234.0,84.0,-90.0,2015-02-19 14:00:00+00:00,2015-02-24 06:00:00+00:00,90.0,2015-02-24 06:00:00+00:00,"('CA', 'CT')",150.0,283.0,gas,gas,combined_cycle,0.6,0.31802120141342755,0.3813559322033898,0.38461538461538464
3184,123.0,123.0,100.0,-88.0,2019-03-04 23:00:00+00:00,2016-06-26 19:00:00+00:00,100.0,2019-03-04 23:00:00+00:00,"('GT',)",132.8,132.8,gas,gas,gas_turbine,0.753012048192771,0.753012048192771,0.8130081300813008,0.8130081300813008
3185,123.0,123.0,95.0,-84.0,2018-01-17 08:00:00+00:00,2019-03-06 17:00:00+00:00,95.0,2018-01-17 08:00:00+00:00,"('GT',)",132.8,132.8,gas,gas,gas_turbine,0.7153614457831324,0.7153614457831324,0.7723577235772358,0.7723577235772358
3186,49.0,49.0,44.0,-47.0,2016-03-26 00:00:00+00:00,2018-01-18 13:00:00+00:00,47.0,2018-01-18 13:00:00+00:00,"('GT',)",49.0,60.0,gas,gas,gas_turbine,0.9591836734693877,0.7833333333333333,0.9591836734693877,0.9591836734693877
3187,50.0,50.0,45.0,-46.0,2016-11-25 20:00:00+00:00,2016-11-25 11:00:00+00:00,46.0,2016-11-25 11:00:00+00:00,"('GT',)",49.0,60.0,gas,gas,gas_turbine,0.9387755102040817,0.7666666666666667,0.92,0.92
3188,49.0,49.0,42.0,-44.0,2016-06-09 12:00:00+00:00,2015-02-19 18:00:00+00:00,44.0,2015-02-19 18:00:00+00:00,"('GT',)",47.0,67.0,gas,gas,gas_turbine,0.9361702127659575,0.6567164179104478,0.8979591836734694,0.8979591836734694
3189,49.0,49.0,41.0,-46.0,2016-08-25 12:00:00+00:00,2018-01-02 03:00:00+00:00,46.0,2018-01-02 03:00:00+00:00,"('GT',)",47.0,67.0,gas,gas,gas_turbine,0.9787234042553191,0.6865671641791045,0.9387755102040817,0.9387755102040817
3190,49.0,49.0,38.0,-45.0,2017-09-17 21:00:00+00:00,2019-11-20 23:00:00+00:00,45.0,2019-11-20 23:00:00+00:00,"('GT',)",47.0,67.0,gas,gas,gas_turbine,0.9574468085106383,0.6716417910447762,0.9183673469387755,0.9183673469387755
3191,49.0,49.0,36.0,-39.0,2016-09-06 19:00:00+00:00,2019-11-21 01:00:00+00:00,39.0,2019-11-21 01:00:00+00:00,"('GT',)",47.0,67.0,gas,gas,gas_turbine,0.8297872340425532,0.582089552238806,0.7959183673469388,0.7959183673469388
3192,206.0,206.0,153.0,-168.0,2018-03-14 10:00:00+00:00,2015-10-06 23:00:00+00:00,168.0,2015-10-06 23:00:00+00:00,"('GT',)",208.0,208.0,gas,gas,gas_turbine,0.8076923076923077,0.8076923076923077,0.8155339805825242,0.8155339805825242
3193,94.0,94.0,69.0,-63.0,2017-03-20 21:00:00+00:00,2018-06-26 01:00:00+00:00,69.0,2017-03-20 21:00:00+00:00,"('GT',)",110.0,104.0,gas,gas,gas_turbine,0.6272727272727273,0.6634615384615384,0.7340425531914894,0.7340425531914894
3194,94.0,94.0,66.0,-66.0,2016-07-30 18:00:00+00:00,2017-04-17 21:00:00+00:00,66.0,2016-07-30 18:00:00+00:00,"('GT',)",110.0,104.0,gas,gas,gas_turbine,0.6,0.6346153846153846,0.7021276595744681,0.7021276595744681
3195,94.0,94.0,76.0,-74.0,2018-01-17 14:00:00+00:00,2015-01-08 16:00:00+00:00,76.0,2018-01-17 14:00:00+00:00,"('GT',)",110.0,104.0,gas,gas,gas_turbine,0.6909090909090909,0.7307692307692307,0.8085106382978723,0.8085106382978723
3196,94.0,94.0,66.0,-66.0,2015-10-09 20:00:00+00:00,2017-04-17 21:00:00+00:00,66.0,2015-10-09 20:00:00+00:00,"('GT',)",110.0,104.0,gas,gas,gas_turbine,0.6,0.6346153846153846,0.7021276595744681,0.7021276595744681
3197,686.0,664.0,245.0,-344.0,2018-02-04 05:00:00+00:00,2018-02-04 04:00:00+00:00,344.0,2018-02-04 04:00:00+00:00,"('CA', 'CT')",536.0,616.0,gas,gas,combined_cycle,0.6417910447761194,0.5584415584415584,0.5014577259475219,0.5180722891566265
3198,653.0,652.0,217.0,-236.0,2016-12-08 10:00:00+00:00,2015-07-01 13:00:00+00:00,236.0,2015-07-01 13:00:00+00:00,"('CA', 'CT')",536.0,616.0,gas,gas,combined_cycle,0.44029850746268656,0.38311688311688313,0.3614088820826952,0.3619631901840491
3199,0.0,0.0,0.0,0.0,2015-01-01 06:00:00+00:00,2015-01-01 06:00:00+00:00,0.0,2015-01-01 06:00:00+00:00,"('ST',)",45.0,15.0,gas,gas,steam_turbine,0.0,0.0,,
3200,102.0,102.0,78.0,-80.0,2016-11-03 15:00:00+00:00,2018-03-14 22:00:00+00:00,80.0,2018-03-14 22:00:00+00:00,"('GT',)",129.0,129.0,gas,gas,gas_turbine,0.6201550387596899,0.6201550387596899,0.7843137254901961,0.7843137254901961
3201,96.0,96.0,74.0,-76.0,2019-04-16 17:00:00+00:00,2018-05-28 23:00:00+00:00,76.0,2018-05-28 23:00:00+00:00,"('GT',)",129.0,129.0,gas,gas,gas_turbine,0.5891472868217055,0.5891472868217055,0.7916666666666666,0.7916666666666666
3202,42.0,42.0,38.0,-36.0,2017-02-22 19:00:00+00:00,2015-08-20 15:00:00+00:00,38.0,2017-02-22 19:00:00+00:00,"('GT',)",83.8,41.8,oil,oil,gas_turbine,0.4534606205250597,0.9090909090909092,0.9047619047619048,0.9047619047619048
3203,42.0,36.0,36.0,-36.0,2015-08-20 15:00:00+00:00,2017-02-23 16:00:00+00:00,36.0,2015-08-20 15:00:00+00:00,"('GT',)",83.8,41.8,oil,oil,gas_turbine,0.42959427207637235,0.861244019138756,0.8571428571428571,1.0
3204,0.0,0.0,0.0,0.0,2015-01-01 07:00:00+00:00,2015-01-01 07:00:00+00:00,0.0,2015-01-01 07:00:00+00:00,"('GT',)",62.0,53.1,gas,gas,gas_turbine,0.0,0.0,,
3205,80.0,80.0,62.0,-66.0,2016-02-15 16:00:00+00:00,2016-02-18 18:00:00+00:00,66.0,2016-02-18 18:00:00+00:00,"('GT',)",80.0,88.8,gas,gas,gas_turbine,0.825,0.7432432432432433,0.825,0.825
3206,96.0,96.0,84.0,-85.0,2017-03-16 11:00:00+00:00,2015-01-08 18:00:00+00:00,85.0,2015-01-08 18:00:00+00:00,"('GT',)",108.0,108.0,gas,gas,gas_turbine,0.7870370370370371,0.7870370370370371,0.8854166666666666,0.8854166666666666
3207,91.0,91.0,84.0,-82.0,2017-03-16 11:00:00+00:00,2016-12-16 02:00:00+00:00,84.0,2017-03-16 11:00:00+00:00,"('GT',)",108.0,108.0,gas,gas,gas_turbine,0.7777777777777778,0.7777777777777778,0.9230769230769231,0.9230769230769231
3208,0.0,0.0,0.0,0.0,2015-01-01 06:00:00+00:00,2015-01-01 06:00:00+00:00,0.0,2015-01-01 06:00:00+00:00,"('ST',)",24.0,27.0,coal,coal,steam_turbine,0.0,0.0,,
3209,0.0,0.0,0.0,0.0,2015-01-01 06:00:00+00:00,2015-01-01 06:00:00+00:00,0.0,2015-01-01 06:00:00+00:00,"('ST',)",24.0,27.0,coal,coal,steam_turbine,0.0,0.0,,
3210,124.0,124.0,84.0,-95.0,2019-01-11 13:00:00+00:00,2019-01-11 22:00:00+00:00,95.0,2019-01-11 22:00:00+00:00,"('GT',)",84.0,85.9,gas,gas,gas_turbine,1.130952380952381,1.1059371362048893,0.7661290322580645,0.7661290322580645
3211,0.0,0.0,0.0,0.0,2015-04-01 07:00:00+00:00,2015-04-01 07:00:00+00:00,0.0,2015-04-01 07:00:00+00:00,"('ST',)",64.0,19.0,gas,gas,steam_turbine,0.0,0.0,,
3212,37.0,37.0,36.0,-30.0,2016-05-01 06:00:00+00:00,2017-04-01 06:00:00+00:00,36.0,2016-05-01 06:00:00+00:00,"('GT',)",50.0,42.0,gas,gas,gas_turbine,0.72,0.8571428571428571,0.972972972972973,0.972972972972973
3213,0.0,0.0,0.0,0.0,2015-01-01 06:00:00+00:00,2015-01-01 06:00:00+00:00,0.0,2015-01-01 06:00:00+00:00,"('GT',)",32.6,32.6,gas,gas,gas_turbine,0.0,0.0,,
3214,861.0,861.0,226.0,-233.0,2015-03-24 01:00:00+00:00,2015-03-23 13:00:00+00:00,233.0,2015-03-23 13:00:00+00:00,"('CA', 'CT')",593.6,872.2,gas,gas,combined_cycle,0.39252021563342315,0.26714056409080483,0.2706155632984901,0.2706155632984901
3215,874.0,874.0,271.0,-246.0,2018-02-26 20:00:00+00:00,2018-02-26 19:00:00+00:00,271.0,2018-02-26 20:00:00+00:00,"('CA', 'CT')",593.6,872.2,gas,gas,combined_cycle,0.45653638814016173,0.310708553084155,0.3100686498855835,0.3100686498855835
3216,28.0,28.0,23.0,-27.0,2015-06-24 13:00:00+00:00,2017-04-04 16:00:00+00:00,27.0,2017-04-04 16:00:00+00:00,"('GT',)",37.5,37.5,gas,gas,gas_turbine,0.72,0.72,0.9642857142857143,0.9642857142857143
3217,93.0,93.0,84.0,-79.0,2019-03-08 15:00:00+00:00,2016-02-16 17:00:00+00:00,84.0,2019-03-08 15:00:00+00:00,"('GT',)",80.0,88.2,gas,gas,gas_turbine,1.05,0.9523809523809523,0.9032258064516129,0.9032258064516129
3218,31.0,31.0,30.0,-31.0,2018-05-22 17:00:00+00:00,2018-05-22 20:00:00+00:00,31.0,2018-05-22 20:00:00+00:00,"('GT',)",,26.7,,gas,gas_turbine,,1.1610486891385767,1.0,1.0
3219,65.0,65.0,56.0,-56.0,2018-01-02 13:00:00+00:00,2019-02-05 18:00:00+00:00,56.0,2018-01-02 13:00:00+00:00,"('GT',)",,98.8,,gas,gas_turbine,,0.5668016194331984,0.8615384615384616,0.8615384615384616
3220,49.0,49.0,36.0,-46.0,2016-09-06 19:00:00+00:00,2015-02-19 16:00:00+00:00,46.0,2015-02-19 16:00:00+00:00,"('GT',)",47.0,67.0,gas,gas,gas_turbine,0.9787234042553191,0.6865671641791045,0.9387755102040817,0.9387755102040817
3221,49.0,49.0,39.0,-38.0,2019-11-13 12:00:00+00:00,2016-08-11 02:00:00+00:00,39.0,2019-11-13 12:00:00+00:00,"('GT',)",47.0,67.0,gas,gas,gas_turbine,0.8297872340425532,0.582089552238806,0.7959183673469388,0.7959183673469388
3222,0.0,0.0,0.0,0.0,2015-04-01 07:00:00+00:00,2015-04-01 07:00:00+00:00,0.0,2015-04-01 07:00:00+00:00,"('ST',)",,83.8,,gas,steam_turbine,,0.0,,
3223,23.0,23.0,20.0,-21.0,2015-12-28 22:00:00+00:00,2018-04-08 01:00:00+00:00,21.0,2018-04-08 01:00:00+00:00,"('GT',)",,21.3,,gas,gas_turbine,,0.9859154929577465,0.9130434782608695,0.9130434782608695
3224,97.0,97.0,97.0,-97.0,2019-07-13 17:00:00+00:00,2019-07-13 19:00:00+00:00,97.0,2019-07-13 17:00:00+00:00,"('GT',)",97.0,94.0,gas,gas,gas_turbine,1.0,1.0319148936170213,1.0,1.0
3225,308.0,308.0,97.0,-178.0,2018-06-25 19:00:00+00:00,2015-05-27 20:00:00+00:00,178.0,2015-05-27 20:00:00+00:00,"('ST',)",294.0,329.4,coal,coal,steam_turbine,0.6054421768707483,0.5403764420157863,0.577922077922078,0.577922077922078
3226,90.0,90.0,84.0,-82.0,2016-12-20 12:00:00+00:00,2016-12-16 02:00:00+00:00,84.0,2016-12-20 12:00:00+00:00,"('GT',)",98.0,98.0,gas,gas,gas_turbine,0.8571428571428571,0.8571428571428571,0.9333333333333333,0.9333333333333333
3227,91.0,91.0,84.0,-82.0,2017-03-16 11:00:00+00:00,2016-12-16 02:00:00+00:00,84.0,2017-03-16 11:00:00+00:00,"('GT',)",98.0,98.0,gas,gas,gas_turbine,0.8571428571428571,0.8571428571428571,0.9230769230769231,0.9230769230769231
3228,50.0,50.0,47.0,-40.0,2019-05-02 16:00:00+00:00,2015-12-17 22:00:00+00:00,47.0,2019-05-02 16:00:00+00:00,"('GT',)",61.2,50.4,gas,gas,gas_turbine,0.7679738562091503,0.9325396825396826,0.94,0.94
3229,51.0,51.0,44.0,-46.0,2018-08-09 15:00:00+00:00,2015-12-19 03:00:00+00:00,46.0,2015-12-19 03:00:00+00:00,"('GT',)",61.2,50.4,gas,gas,gas_turbine,0.7516339869281046,0.9126984126984127,0.9019607843137255,0.9019607843137255
3230,50.0,50.0,45.0,-43.0,2019-08-15 18:00:00+00:00,2019-08-29 21:00:00+00:00,45.0,2019-08-15 18:00:00+00:00,"('GT',)",60.5,50.4,gas,gas,gas_turbine,0.743801652892562,0.8928571428571429,0.9,0.9
3231,49.0,49.0,47.0,-45.0,2017-08-25 16:00:00+00:00,2015-01-16 14:00:00+00:00,47.0,2017-08-25 16:00:00+00:00,"('GT',)",60.5,50.4,gas,gas,gas_turbine,0.7768595041322314,0.9325396825396826,0.9591836734693877,0.9591836734693877
3232,290.0,290.0,154.0,-248.0,2016-03-19 20:00:00+00:00,2017-03-07 04:00:00+00:00,248.0,2017-03-07 04:00:00+00:00,"('CA', 'CT')",150.0,267.6,gas,gas,combined_cycle,1.6533333333333333,0.9267563527653213,0.8551724137931035,0.8551724137931035
3233,51.0,51.0,39.0,-43.0,2016-06-14 15:00:00+00:00,2015-09-28 00:00:00+00:00,43.0,2015-09-28 00:00:00+00:00,"('GT',)",40.0,54.0,gas,gas,gas_turbine,1.075,0.7962962962962963,0.8431372549019608,0.8431372549019608
3234,50.0,50.0,43.0,-46.0,2016-10-30 16:00:00+00:00,2016-10-27 04:00:00+00:00,46.0,2016-10-27 04:00:00+00:00,"('GT',)",40.0,54.0,gas,gas,gas_turbine,1.15,0.8518518518518519,0.92,0.92
3235,49.0,49.0,45.0,-42.0,2016-11-11 14:00:00+00:00,2016-11-22 17:00:00+00:00,45.0,2016-11-11 14:00:00+00:00,"('GT',)",40.0,54.0,gas,gas,gas_turbine,1.125,0.8333333333333334,0.9183673469387755,0.9183673469387755
3236,48.0,48.0,43.0,-42.0,2016-11-11 14:00:00+00:00,2018-03-08 05:00:00+00:00,43.0,2016-11-11 14:00:00+00:00,"('GT',)",40.0,54.0,gas,gas,gas_turbine,1.075,0.7962962962962963,0.8958333333333334,0.8958333333333334
3237,178.0,178.0,139.0,-149.0,2018-02-22 00:00:00+00:00,2016-01-26 17:00:00+00:00,149.0,2016-01-26 17:00:00+00:00,"('GT',)",187.0,171.4,gas,gas,gas_turbine,0.7967914438502673,0.8693115519253208,0.8370786516853933,0.8370786516853933
3238,172.0,172.0,142.0,-172.0,2017-03-22 15:00:00+00:00,2018-03-07 16:00:00+00:00,172.0,2018-03-07 16:00:00+00:00,"('GT',)",187.0,171.4,gas,gas,gas_turbine,0.9197860962566845,1.0035005834305717,1.0,1.0
3239,174.0,174.0,139.0,-144.0,2016-06-15 17:00:00+00:00,2018-03-30 19:00:00+00:00,144.0,2018-03-30 19:00:00+00:00,"('GT',)",187.0,171.4,gas,gas,gas_turbine,0.7700534759358288,0.8401400233372228,0.8275862068965517,0.8275862068965517
3240,0.0,0.0,0.0,0.0,2015-01-01 07:00:00+00:00,2015-01-01 07:00:00+00:00,0.0,2015-01-01 07:00:00+00:00,"('ST',)",113.6,113.6,oil,oil,steam_turbine,0.0,0.0,,
3241,0.0,0.0,0.0,0.0,2015-01-01 07:00:00+00:00,2015-01-01 07:00:00+00:00,0.0,2015-01-01 07:00:00+00:00,"('ST',)",113.6,113.6,oil,oil,steam_turbine,0.0,0.0,,
3242,693.0,678.0,116.0,-141.0,2017-08-29 12:00:00+00:00,2015-01-03 15:00:00+00:00,141.0,2015-01-03 15:00:00+00:00,"('ST',)",1407.6,703.8,oil,oil,steam_turbine,0.10017050298380223,0.20034100596760446,0.20346320346320346,0.2079646017699115
3243,307.0,307.0,92.0,-280.0,2016-12-28 17:00:00+00:00,2015-04-29 18:00:00+00:00,280.0,2015-04-29 18:00:00+00:00,"('ST',)",300.0,329.4,coal,coal,steam_turbine,0.9333333333333333,0.8500303582270796,0.9120521172638436,0.9120521172638436
3244,83.0,83.0,9.0,-11.0,2017-10-10 17:00:00+00:00,2017-09-19 18:00:00+00:00,11.0,2017-09-19 18:00:00+00:00,"('CA', 'CT')",57.9,85.0,gas,gas,combined_cycle,0.1899827288428325,0.12941176470588237,0.13253012048192772,0.13253012048192772
3245,823.0,823.0,247.0,-304.0,2015-05-29 03:00:00+00:00,2017-10-12 05:00:00+00:00,304.0,2017-10-12 05:00:00+00:00,"('ST',)",750.0,834.0,coal,coal,steam_turbine,0.4053333333333333,0.3645083932853717,0.36938031591737547,0.36938031591737547
3246,58.0,58.0,55.0,-56.0,2016-01-11 22:00:00+00:00,2017-03-24 12:00:00+00:00,56.0,2017-03-24 12:00:00+00:00,"('GT',)",58.0,58.0,gas,gas,gas_turbine,0.9655172413793104,0.9655172413793104,0.9655172413793104,0.9655172413793104
3247,58.0,58.0,56.0,-57.0,2017-11-15 12:00:00+00:00,2015-05-11 19:00:00+00:00,57.0,2015-05-11 19:00:00+00:00,"('GT',)",58.0,58.0,gas,gas,gas_turbine,0.9827586206896551,0.9827586206896551,0.9827586206896551,0.9827586206896551
3248,107.0,107.0,102.0,-91.0,2015-01-10 11:00:00+00:00,2019-03-12 13:00:00+00:00,102.0,2015-01-10 11:00:00+00:00,"('GT',)",98.0,98.0,gas,gas,gas_turbine,1.0408163265306123,1.0408163265306123,0.9532710280373832,0.9532710280373832
3249,111.0,111.0,107.0,-96.0,2018-11-13 11:00:00+00:00,2017-04-03 15:00:00+00:00,107.0,2018-11-13 11:00:00+00:00,"('GT',)",98.0,98.0,gas,gas,gas_turbine,1.0918367346938775,1.0918367346938775,0.963963963963964,0.963963963963964
3250,395.0,390.0,311.0,-317.0,2015-10-20 16:00:00+00:00,2015-10-20 15:00:00+00:00,317.0,2015-10-20 15:00:00+00:00,"('CA', 'CT')",440.0,624.0,gas,gas,combined_cycle,0.7204545454545455,0.5080128205128205,0.8025316455696202,0.8128205128205128
3251,24.0,24.0,23.0,-23.0,2016-11-14 13:00:00+00:00,2015-05-18 02:00:00+00:00,23.0,2016-11-14 13:00:00+00:00,"('GT',)",24.7,23.3,gas,gas,gas_turbine,0.9311740890688259,0.9871244635193133,0.9583333333333334,0.9583333333333334
3252,67.0,63.0,54.0,-58.0,2015-12-06 17:00:00+00:00,2017-09-25 18:00:00+00:00,58.0,2017-09-25 18:00:00+00:00,"('GT',)",120.0,60.0,gas,gas,gas_turbine,0.48333333333333334,0.9666666666666667,0.8656716417910447,0.9206349206349206
3253,64.0,64.0,53.0,-56.0,2016-08-25 12:00:00+00:00,2018-03-21 13:00:00+00:00,56.0,2018-03-21 13:00:00+00:00,"('GT',)",120.0,60.0,gas,gas,gas_turbine,0.4666666666666667,0.9333333333333333,0.875,0.875
3254,38.0,38.0,34.0,-36.0,2017-01-17 21:00:00+00:00,2015-06-24 01:00:00+00:00,36.0,2015-06-24 01:00:00+00:00,"('GT',)",35.0,42.2,gas,gas,gas_turbine,1.0285714285714285,0.8530805687203791,0.9473684210526315,0.9473684210526315
3255,482.0,482.0,166.0,-176.0,2016-11-28 19:00:00+00:00,2015-02-01 15:00:00+00:00,176.0,2015-02-01 15:00:00+00:00,"('CA', 'CT')",555.9,804.5,coal,gas,combined_cycle,0.3166037057024645,0.218769422001243,0.3651452282157676,0.3651452282157676
3256,63.0,63.0,52.0,-54.0,2019-10-28 17:00:00+00:00,2019-12-02 15:00:00+00:00,54.0,2019-12-02 15:00:00+00:00,"('GT',)",,72.4,,gas,gas_turbine,,0.7458563535911602,0.8571428571428571,0.8571428571428571
3257,54.0,54.0,39.0,-47.0,2019-09-03 21:00:00+00:00,2019-07-19 21:00:00+00:00,47.0,2019-07-19 21:00:00+00:00,"('GT',)",,71.2,,oil,gas_turbine,,0.6601123595505618,0.8703703703703703,0.8703703703703703
3258,61.0,61.0,48.0,-51.0,2015-06-30 22:00:00+00:00,2019-12-02 15:00:00+00:00,51.0,2019-12-02 15:00:00+00:00,"('GT',)",,71.2,,gas,gas_turbine,,0.7162921348314606,0.8360655737704918,0.8360655737704918
3259,45.0,45.0,36.0,-44.0,2016-10-16 22:00:00+00:00,2016-10-17 02:00:00+00:00,44.0,2016-10-17 02:00:00+00:00,"('GT',)",,65.7,,oil,gas_turbine,,0.669710806697108,0.9777777777777777,0.9777777777777777
3260,58.0,58.0,55.0,-43.0,2017-07-21 17:00:00+00:00,2019-01-23 16:00:00+00:00,55.0,2017-07-21 17:00:00+00:00,"('GT',)",,65.7,,oil,gas_turbine,,0.837138508371385,0.9482758620689655,0.9482758620689655
3261,58.0,58.0,47.0,-58.0,2019-07-01 18:00:00+00:00,2019-06-25 22:00:00+00:00,58.0,2019-06-25 22:00:00+00:00,"('GT',)",,71.2,,gas,gas_turbine,,0.8146067415730337,1.0,1.0
3262,52.0,52.0,41.0,-39.0,2016-06-29 16:00:00+00:00,2016-08-12 02:00:00+00:00,41.0,2016-06-29 16:00:00+00:00,"('GT',)",,71.2,,gas,gas_turbine,,0.5758426966292135,0.7884615384615384,0.7884615384615384
3263,73.0,73.0,64.0,-59.0,2015-08-16 20:00:00+00:00,2019-02-27 04:00:00+00:00,64.0,2015-08-16 20:00:00+00:00,"('GT',)",,85.0,,gas,gas_turbine,,0.7529411764705882,0.8767123287671232,0.8767123287671232
3264,62.0,62.0,47.0,-50.0,2015-12-22 16:00:00+00:00,2018-08-20 20:00:00+00:00,50.0,2018-08-20 20:00:00+00:00,"('GT',)",,71.0,,gas,gas_turbine,,0.704225352112676,0.8064516129032258,0.8064516129032258
3265,56.0,56.0,47.0,-45.0,2017-01-20 00:00:00+00:00,2017-05-30 23:00:00+00:00,47.0,2017-01-20 00:00:00+00:00,"('GT',)",,71.0,,gas,gas_turbine,,0.6619718309859155,0.8392857142857143,0.8392857142857143
3266,56.0,56.0,48.0,-49.0,2015-07-28 19:00:00+00:00,2016-07-22 20:00:00+00:00,49.0,2016-07-22 20:00:00+00:00,"('GT',)",,71.0,,gas,gas_turbine,,0.6901408450704225,0.875,0.875
3267,62.0,62.0,43.0,-56.0,2017-07-26 20:00:00+00:00,2018-08-06 22:00:00+00:00,56.0,2018-08-06 22:00:00+00:00,"('GT',)",,129.0,,oil,gas_turbine,,0.43410852713178294,0.9032258064516129,0.9032258064516129
3268,812.0,781.0,364.0,-625.0,2019-10-30 14:00:00+00:00,2018-07-23 19:00:00+00:00,625.0,2018-07-23 19:00:00+00:00,"('CA', 'CT')",498.0,736.0,gas,gas,combined_cycle,1.2550200803212852,0.8491847826086957,0.7697044334975369,0.8002560819462228
3269,643.0,636.0,203.0,-248.0,2015-01-16 07:00:00+00:00,2015-06-19 04:00:00+00:00,248.0,2015-06-19 04:00:00+00:00,"('CA', 'CT')",454.8,649.5,gas,gas,combined_cycle,0.5452946350043976,0.38183217859892227,0.3856920684292379,0.389937106918239
3270,355.0,355.0,190.0,-221.0,2015-07-03 09:00:00+00:00,2016-06-03 04:00:00+00:00,221.0,2016-06-03 04:00:00+00:00,"('CT',)",260.0,260.0,gas,gas,combined_cycle,0.85,0.85,0.6225352112676056,0.6225352112676056
