component_id,sum_of_max_gross_load_mw,max_of_sum_gross_load_mw,max_ramp,min_ramp,idxmax_ramp,idxmin_ramp,max_abs_ramp,idxmax_abs_ramp,EIA_UNIT_TYPE,capacity_CAMD,capacity_EIA,simple_CAMD_FUEL_TYPE_via_capacity,simple_EIA_FUEL_TYPE_via_capacity,simple_EIA_UNIT_TYPE,ramp_factor_CAMD,ramp_factor_EIA,ramp_factor_sum_max,ramp_factor_max_sum
3271,357.0,357.0,147.0,-169.0,2016-01-15 02:00:00+00:00,2019-02-03 04:00:00+00:00,169.0,2019-02-03 04:00:00+00:00,"('CT',)",260.0,260.0,gas,gas,combined_cycle,0.65,0.65,0.4733893557422969,0.4733893557422969
3272,73.0,73.0,39.0,-59.0,2016-08-02 18:00:00+00:00,2016-11-09 07:00:00+00:00,59.0,2016-11-09 07:00:00+00:00,"('CT',)",17.0,57.0,gas,gas,combined_cycle,3.4705882352941178,1.0350877192982457,0.8082191780821918,0.8082191780821918
3273,1199.0,1172.0,668.0,-540.0,2017-03-06 16:00:00+00:00,2017-06-04 06:00:00+00:00,668.0,2017-03-06 16:00:00+00:00,"('CA', 'CT')",1166.0,1160.0,gas,gas,combined_cycle,0.5728987993138936,0.5758620689655173,0.5571309424520434,0.5699658703071673
3274,731.0,731.0,384.0,-384.0,2018-05-18 16:00:00+00:00,2018-03-13 19:00:00+00:00,384.0,2018-05-18 16:00:00+00:00,"('CA', 'CT')",437.0,644.0,gas,gas,combined_cycle,0.8787185354691075,0.5962732919254659,0.5253077975376197,0.5253077975376197
3275,360.0,360.0,176.0,-184.0,2019-03-06 10:00:00+00:00,2018-08-03 13:00:00+00:00,184.0,2018-08-03 13:00:00+00:00,"('CA', 'CT')",158.4,399.1,gas,gas,combined_cycle,1.1616161616161615,0.4610373340015034,0.5111111111111111,0.5111111111111111
3276,365.0,365.0,162.0,-160.0,2018-10-25 11:00:00+00:00,2019-04-23 16:00:00+00:00,162.0,2018-10-25 11:00:00+00:00,"('CA', 'CT')",158.4,399.1,gas,gas,combined_cycle,1.0227272727272727,0.4059133049361062,0.4438356164383562,0.4438356164383562
6148,709.0,709.0,296.0,-311.0,2018-01-12 04:00:00+00:00,2015-01-11 16:00:00+00:00,311.0,2015-01-11 16:00:00+00:00,"('ST',)",785.0,685.0,coal,coal,steam_turbine,0.3961783439490446,0.454014598540146,0.4386459802538787,0.4386459802538787
6149,711.0,711.0,275.0,-313.0,2018-01-12 02:00:00+00:00,2016-09-08 19:00:00+00:00,313.0,2016-09-08 19:00:00+00:00,"('ST',)",785.0,685.0,coal,coal,steam_turbine,0.39872611464968155,0.4569343065693431,0.44022503516174405,0.44022503516174405
6150,60.0,60.0,27.0,-29.0,2018-01-01 14:00:00+00:00,2018-01-02 22:00:00+00:00,29.0,2018-01-02 22:00:00+00:00,"('ST',)",50.0,50.0,oil,oil,steam_turbine,0.58,0.58,0.48333333333333334,0.48333333333333334
6151,60.0,60.0,28.0,-25.0,2018-01-01 14:00:00+00:00,2018-01-02 03:00:00+00:00,28.0,2018-01-01 14:00:00+00:00,"('ST',)",50.0,50.0,oil,oil,steam_turbine,0.56,0.56,0.4666666666666667,0.4666666666666667
6152,130.0,130.0,46.0,-120.0,2018-01-06 06:00:00+00:00,2018-01-07 14:00:00+00:00,120.0,2018-01-07 14:00:00+00:00,"('ST',)",113.6,113.6,oil,oil,steam_turbine,1.0563380281690142,1.0563380281690142,0.9230769230769231,0.9230769230769231
6153,674.0,674.0,235.0,-197.0,2017-12-28 01:00:00+00:00,2017-12-28 00:00:00+00:00,235.0,2017-12-28 01:00:00+00:00,"('ST',)",632.4,632.4,oil,oil,steam_turbine,0.3716002530044276,0.3716002530044276,0.3486646884272997,0.3486646884272997
6154,207.0,207.0,73.0,-69.0,2016-07-12 13:00:00+00:00,2015-02-21 03:00:00+00:00,73.0,2016-07-12 13:00:00+00:00,"('ST',)",210.0,190.4,coal,coal,steam_turbine,0.3476190476190476,0.3834033613445378,0.3526570048309179,0.3526570048309179
6155,210.0,210.0,68.0,-89.0,2016-08-10 15:00:00+00:00,2017-01-09 22:00:00+00:00,89.0,2017-01-09 22:00:00+00:00,"('ST',)",210.0,209.4,coal,coal,steam_turbine,0.4238095238095238,0.42502387774594075,0.4238095238095238,0.4238095238095238
6156,105.0,105.0,49.0,-38.0,2016-06-20 19:00:00+00:00,2016-07-18 18:00:00+00:00,49.0,2016-06-20 19:00:00+00:00,"('ST',)",104.0,103.5,gas,gas,steam_turbine,0.47115384615384615,0.47342995169082125,0.4666666666666667,0.4666666666666667
6157,134.0,134.0,74.0,-64.0,2019-10-02 15:00:00+00:00,2015-07-29 16:00:00+00:00,74.0,2019-10-02 15:00:00+00:00,"('ST',)",135.0,132.8,gas,gas,steam_turbine,0.5481481481481482,0.5572289156626505,0.5522388059701493,0.5522388059701493
6158,134.0,134.0,58.0,-60.0,2015-03-24 10:00:00+00:00,2019-01-15 07:00:00+00:00,60.0,2019-01-15 07:00:00+00:00,"('ST',)",145.0,136.0,coal,coal,steam_turbine,0.41379310344827586,0.4411764705882353,0.44776119402985076,0.44776119402985076
6159,328.0,328.0,129.0,-121.0,2019-10-02 15:00:00+00:00,2016-12-16 18:00:00+00:00,129.0,2019-10-02 15:00:00+00:00,"('ST',)",355.0,359.0,coal,coal,steam_turbine,0.36338028169014086,0.3593314763231198,0.3932926829268293,0.3932926829268293
6160,414.0,414.0,181.0,-206.0,2015-07-20 19:00:00+00:00,2015-01-08 05:00:00+00:00,206.0,2015-01-08 05:00:00+00:00,"('ST',)",426.0,414.7,oil,oil,steam_turbine,0.4835680751173709,0.49674463467566915,0.4975845410628019,0.4975845410628019
6161,176.0,176.0,150.0,-170.0,2018-02-14 11:00:00+00:00,2016-02-11 23:00:00+00:00,170.0,2016-02-11 23:00:00+00:00,"('GT',)",192.0,192.0,gas,gas,gas_turbine,0.8854166666666666,0.8854166666666666,0.9659090909090909,0.9659090909090909
6162,54.0,54.0,51.0,-48.0,2016-07-26 19:00:00+00:00,2015-02-20 13:00:00+00:00,51.0,2016-07-26 19:00:00+00:00,"('GT',)",,53.1,,oil,gas_turbine,,0.9604519774011299,0.9444444444444444,0.9444444444444444
6163,47.0,47.0,47.0,-45.0,2015-02-20 12:00:00+00:00,2015-02-20 14:00:00+00:00,47.0,2015-02-20 12:00:00+00:00,"('GT',)",,53.1,,oil,gas_turbine,,0.8851224105461394,1.0,1.0
6164,56.0,56.0,51.0,-55.0,2015-06-16 16:00:00+00:00,2015-10-20 13:00:00+00:00,55.0,2015-10-20 13:00:00+00:00,"('GT',)",,53.1,,oil,gas_turbine,,1.0357815442561205,0.9821428571428571,0.9821428571428571
6165,58.0,58.0,49.0,-49.0,2015-06-16 16:00:00+00:00,2019-08-19 21:00:00+00:00,49.0,2015-06-16 16:00:00+00:00,"('GT',)",,53.1,,oil,gas_turbine,,0.9227871939736346,0.8448275862068966,0.8448275862068966
6166,79.0,79.0,23.0,-19.0,2015-08-14 18:00:00+00:00,2015-09-03 18:00:00+00:00,23.0,2015-08-14 18:00:00+00:00,"('ST',)",72.2,72.2,gas,gas,steam_turbine,0.3185595567867036,0.3185595567867036,0.2911392405063291,0.2911392405063291
6167,130.0,130.0,111.0,-117.0,2015-07-06 12:00:00+00:00,2016-04-13 13:00:00+00:00,117.0,2016-04-13 13:00:00+00:00,"('GT',)",,121.5,,gas,gas_turbine,,0.9629629629629629,0.9,0.9
6168,163.0,163.0,77.0,-60.0,2015-02-19 11:00:00+00:00,2015-02-18 15:00:00+00:00,77.0,2015-02-19 11:00:00+00:00,"('ST',)",162.0,162.0,oil,oil,steam_turbine,0.47530864197530864,0.47530864197530864,0.4723926380368098,0.4723926380368098
6169,95.0,95.0,74.0,-82.0,2015-01-08 10:00:00+00:00,2019-03-06 14:00:00+00:00,82.0,2019-03-06 14:00:00+00:00,"('GT',)",99.0,103.0,gas,gas,gas_turbine,0.8282828282828283,0.7961165048543689,0.8631578947368421,0.8631578947368421
6170,96.0,96.0,85.0,-93.0,2015-02-20 12:00:00+00:00,2016-01-05 15:00:00+00:00,93.0,2016-01-05 15:00:00+00:00,"('GT',)",99.0,103.0,gas,gas,gas_turbine,0.9393939393939394,0.9029126213592233,0.96875,0.96875
6171,120.0,120.0,108.0,-106.0,2015-02-21 13:00:00+00:00,2019-02-14 04:00:00+00:00,108.0,2015-02-21 13:00:00+00:00,"('GT',)",120.0,125.0,gas,gas,gas_turbine,0.9,0.864,0.9,0.9
6172,120.0,120.0,107.0,-108.0,2017-01-08 23:00:00+00:00,2016-01-06 15:00:00+00:00,108.0,2016-01-06 15:00:00+00:00,"('GT',)",120.0,125.0,gas,gas,gas_turbine,0.9,0.864,0.9,0.9
6173,363.0,363.0,122.0,-136.0,2016-01-13 21:00:00+00:00,2018-05-11 18:00:00+00:00,136.0,2018-05-11 18:00:00+00:00,"('ST',)",364.0,364.0,coal,coal,steam_turbine,0.37362637362637363,0.37362637362637363,0.3746556473829201,0.3746556473829201
6174,366.0,366.0,117.0,-164.0,2018-05-31 11:00:00+00:00,2018-11-29 01:00:00+00:00,164.0,2018-11-29 01:00:00+00:00,"('ST',)",364.0,364.0,coal,coal,steam_turbine,0.45054945054945056,0.45054945054945056,0.44808743169398907,0.44808743169398907
6175,639.0,639.0,406.0,-473.0,2017-09-27 15:00:00+00:00,2016-05-03 02:00:00+00:00,473.0,2016-05-03 02:00:00+00:00,"('ST',)",640.0,659.0,gas,gas,steam_turbine,0.7390625,0.7177541729893778,0.7402190923317684,0.7402190923317684
6176,633.0,633.0,320.0,-374.0,2015-10-18 20:00:00+00:00,2016-07-28 03:00:00+00:00,374.0,2016-07-28 03:00:00+00:00,"('ST',)",640.0,659.0,gas,gas,steam_turbine,0.584375,0.56752655538695,0.5908372827804107,0.5908372827804107
6177,33.0,33.0,31.0,-29.0,2015-01-07 23:00:00+00:00,2015-10-20 13:00:00+00:00,31.0,2015-01-07 23:00:00+00:00,"('GT',)",,35.0,,oil,gas_turbine,,0.8857142857142857,0.9393939393939394,0.9393939393939394
6178,93.0,93.0,84.0,-76.0,2018-01-06 14:00:00+00:00,2018-08-14 21:00:00+00:00,84.0,2018-01-06 14:00:00+00:00,"('GT',)",93.0,16.0,gas,oil,gas_turbine,0.9032258064516129,5.25,0.9032258064516129,0.9032258064516129
6179,197.0,197.0,97.0,-116.0,2016-09-15 19:00:00+00:00,2019-07-20 03:00:00+00:00,116.0,2019-07-20 03:00:00+00:00,"('ST',)",196.0,196.0,coal,coal,steam_turbine,0.5918367346938775,0.5918367346938775,0.5888324873096447,0.5888324873096447
6180,195.0,195.0,106.0,-100.0,2016-09-13 12:00:00+00:00,2016-09-24 02:00:00+00:00,106.0,2016-09-13 12:00:00+00:00,"('ST',)",191.0,196.0,coal,coal,steam_turbine,0.5549738219895288,0.5408163265306123,0.5435897435897435,0.5435897435897435
6181,203.0,203.0,103.0,-97.0,2015-01-12 22:00:00+00:00,2015-02-21 15:00:00+00:00,103.0,2015-01-12 22:00:00+00:00,"('ST',)",191.0,196.0,coal,coal,steam_turbine,0.5392670157068062,0.5255102040816326,0.5073891625615764,0.5073891625615764
6182,168.0,168.0,142.0,-165.0,2015-04-09 10:00:00+00:00,2017-01-08 19:00:00+00:00,165.0,2017-01-08 19:00:00+00:00,"('GT',)",168.0,163.0,gas,gas,gas_turbine,0.9821428571428571,1.0122699386503067,0.9821428571428571,0.9821428571428571
6183,168.0,168.0,168.0,-168.0,2015-01-08 22:00:00+00:00,2015-02-20 13:00:00+00:00,168.0,2015-01-08 22:00:00+00:00,"('GT',)",168.0,163.0,gas,gas,gas_turbine,1.0,1.030674846625767,1.0,1.0
6184,645.0,645.0,307.0,-283.0,2015-10-30 08:00:00+00:00,2018-03-13 03:00:00+00:00,307.0,2015-10-30 08:00:00+00:00,"('ST',)",626.0,626.0,coal,coal,steam_turbine,0.4904153354632588,0.4904153354632588,0.475968992248062,0.475968992248062
6185,645.0,645.0,293.0,-377.0,2016-12-22 11:00:00+00:00,2016-10-17 20:00:00+00:00,377.0,2016-10-17 20:00:00+00:00,"('ST',)",626.0,626.0,coal,coal,steam_turbine,0.6022364217252396,0.6022364217252396,0.5844961240310077,0.5844961240310077
6186,60.0,60.0,52.0,-60.0,2018-08-23 12:00:00+00:00,2016-01-06 15:00:00+00:00,60.0,2016-01-06 15:00:00+00:00,"('GT',)",,65.0,,oil,gas_turbine,,0.9230769230769231,1.0,1.0
6187,60.0,60.0,54.0,-59.0,2016-07-25 09:00:00+00:00,2019-07-25 14:00:00+00:00,59.0,2019-07-25 14:00:00+00:00,"('GT',)",,65.0,,oil,gas_turbine,,0.9076923076923077,0.9833333333333333,0.9833333333333333
6188,60.0,60.0,55.0,-54.0,2018-01-06 23:00:00+00:00,2016-01-05 13:00:00+00:00,55.0,2018-01-06 23:00:00+00:00,"('GT',)",,65.0,,oil,gas_turbine,,0.8461538461538461,0.9166666666666666,0.9166666666666666
6189,60.0,60.0,55.0,-56.0,2017-01-08 12:00:00+00:00,2019-03-06 14:00:00+00:00,56.0,2019-03-06 14:00:00+00:00,"('GT',)",,65.0,,oil,gas_turbine,,0.8615384615384616,0.9333333333333333,0.9333333333333333
6190,172.0,172.0,52.0,-63.0,2015-03-15 09:00:00+00:00,2015-04-10 19:00:00+00:00,63.0,2015-04-10 19:00:00+00:00,"('ST',)",156.3,156.3,coal,coal,steam_turbine,0.40307101727447214,0.40307101727447214,0.36627906976744184,0.36627906976744184
6191,172.0,172.0,44.0,-49.0,2015-03-15 09:00:00+00:00,2015-03-20 18:00:00+00:00,49.0,2015-03-20 18:00:00+00:00,"('ST',)",156.3,156.3,coal,coal,steam_turbine,0.31349968010236723,0.31349968010236723,0.28488372093023256,0.28488372093023256
6192,282.0,282.0,105.0,-101.0,2019-07-17 11:00:00+00:00,2016-07-02 11:00:00+00:00,105.0,2019-07-17 11:00:00+00:00,"('ST',)",265.0,272.0,coal,coal,steam_turbine,0.39622641509433965,0.3860294117647059,0.3723404255319149,0.3723404255319149
6193,289.0,289.0,79.0,-91.0,2015-08-20 10:00:00+00:00,2017-06-04 16:00:00+00:00,91.0,2017-06-04 16:00:00+00:00,"('ST',)",265.0,272.0,coal,coal,steam_turbine,0.3433962264150943,0.33455882352941174,0.314878892733564,0.314878892733564
6194,0.0,0.0,0.0,0.0,2015-01-01 06:00:00+00:00,2015-01-01 06:00:00+00:00,0.0,2015-01-01 06:00:00+00:00,"('ST',)",605.0,692.5,gas,gas,steam_turbine,0.0,0.0,,
6195,0.0,0.0,0.0,0.0,2015-01-01 06:00:00+00:00,2015-01-01 06:00:00+00:00,0.0,2015-01-01 06:00:00+00:00,"('ST',)",626.3,709.8,gas,gas,steam_turbine,0.0,0.0,,
6196,285.0,285.0,118.0,-126.0,2017-08-08 11:00:00+00:00,2016-07-30 22:00:00+00:00,126.0,2016-07-30 22:00:00+00:00,"('ST',)",265.0,265.2,coal,coal,steam_turbine,0.47547169811320755,0.47511312217194573,0.4421052631578947,0.4421052631578947
6197,381.0,381.0,137.0,-159.0,2017-06-13 13:00:00+00:00,2018-11-10 13:00:00+00:00,159.0,2018-11-10 13:00:00+00:00,"('ST',)",385.0,378.8,coal,coal,steam_turbine,0.412987012987013,0.4197465681098205,0.41732283464566927,0.41732283464566927
6198,901.0,901.0,330.0,-427.0,2015-01-06 18:00:00+00:00,2019-12-18 17:00:00+00:00,427.0,2019-12-18 17:00:00+00:00,"('ST',)",871.0,916.8,coal,coal,steam_turbine,0.4902411021814007,0.46575043630017454,0.4739178690344062,0.4739178690344062
6199,143.0,143.0,38.0,-58.0,2015-03-25 17:00:00+00:00,2015-09-22 10:00:00+00:00,58.0,2015-09-22 10:00:00+00:00,"('ST',)",156.3,156.3,coal,coal,steam_turbine,0.3710812539987204,0.3710812539987204,0.40559440559440557,0.40559440559440557
6200,142.0,142.0,34.0,-41.0,2015-03-25 17:00:00+00:00,2015-03-24 07:00:00+00:00,41.0,2015-03-24 07:00:00+00:00,"('ST',)",156.3,156.3,coal,coal,steam_turbine,0.2623160588611644,0.2623160588611644,0.2887323943661972,0.2887323943661972
6201,105.0,105.0,35.0,-36.0,2015-02-15 10:00:00+00:00,2015-02-16 18:00:00+00:00,36.0,2015-02-16 18:00:00+00:00,"('ST',)",100.0,106.3,coal,coal,steam_turbine,0.36,0.33866415804327377,0.34285714285714286,0.34285714285714286
6202,100.0,100.0,32.0,-33.0,2015-02-15 10:00:00+00:00,2015-08-28 18:00:00+00:00,33.0,2015-08-28 18:00:00+00:00,"('ST',)",100.0,106.3,coal,coal,steam_turbine,0.33,0.3104421448730009,0.33,0.33
6203,130.0,130.0,44.0,-45.0,2015-03-04 12:00:00+00:00,2015-08-28 18:00:00+00:00,45.0,2015-08-28 18:00:00+00:00,"('ST',)",125.0,132.8,coal,coal,steam_turbine,0.36,0.338855421686747,0.34615384615384615,0.34615384615384615
6204,74.0,74.0,64.0,-74.0,2019-01-31 18:00:00+00:00,2018-01-06 19:00:00+00:00,74.0,2018-01-06 19:00:00+00:00,"('GT',)",76.0,71.1,gas,gas,gas_turbine,0.9736842105263158,1.0407876230661042,1.0,1.0
6205,78.0,78.0,67.0,-66.0,2015-03-06 12:00:00+00:00,2019-09-10 18:00:00+00:00,67.0,2015-03-06 12:00:00+00:00,"('GT',)",76.0,71.1,gas,gas,gas_turbine,0.881578947368421,0.9423347398030943,0.8589743589743589,0.8589743589743589
6206,0.0,0.0,0.0,0.0,2015-01-01 06:00:00+00:00,2015-01-01 06:00:00+00:00,0.0,2015-01-01 06:00:00+00:00,"('ST',)",121.0,121.0,coal,coal,steam_turbine,0.0,0.0,,
6207,821.0,821.0,180.0,-388.0,2015-02-20 08:00:00+00:00,2016-01-25 19:00:00+00:00,388.0,2016-01-25 19:00:00+00:00,"('ST',)",817.2,817.2,coal,coal,steam_turbine,0.47479197258932937,0.47479197258932937,0.4725943970767357,0.4725943970767357
6208,834.0,834.0,181.0,-346.0,2018-01-25 11:00:00+00:00,2016-04-26 20:00:00+00:00,346.0,2016-04-26 20:00:00+00:00,"('ST',)",822.6,822.6,coal,coal,steam_turbine,0.4206175540967663,0.4206175540967663,0.4148681055155875,0.4148681055155875
6209,837.0,837.0,179.0,-320.0,2017-10-19 15:00:00+00:00,2017-06-05 01:00:00+00:00,320.0,2017-06-05 01:00:00+00:00,"('ST',)",822.6,822.6,coal,coal,steam_turbine,0.3890104546559689,0.3890104546559689,0.3823178016726404,0.3823178016726404
6210,849.0,849.0,239.0,-693.0,2016-03-20 19:00:00+00:00,2016-02-22 17:00:00+00:00,693.0,2016-02-22 17:00:00+00:00,"('ST',)",817.2,817.2,coal,coal,steam_turbine,0.8480176211453744,0.8480176211453744,0.8162544169611308,0.8162544169611308
6211,0.0,0.0,0.0,0.0,2015-01-01 06:00:00+00:00,2015-01-01 06:00:00+00:00,0.0,2015-01-01 06:00:00+00:00,"('ST',)",282.6,282.6,gas,gas,steam_turbine,0.0,0.0,,
6212,0.0,0.0,0.0,0.0,2015-01-01 06:00:00+00:00,2015-01-01 06:00:00+00:00,0.0,2015-01-01 06:00:00+00:00,"('ST',)",292.5,292.5,coal,coal,steam_turbine,0.0,0.0,,
6213,304.0,304.0,89.0,-98.0,2019-07-05 15:00:00+00:00,2017-11-10 18:00:00+00:00,98.0,2017-11-10 18:00:00+00:00,"('ST',)",358.1,358.1,gas,coal,steam_turbine,0.27366657358279806,0.27366657358279806,0.3223684210526316,0.3223684210526316
6214,173.0,173.0,88.0,-96.0,2018-06-18 10:00:00+00:00,2018-03-20 18:00:00+00:00,96.0,2018-03-20 18:00:00+00:00,"('ST',)",168.8,168.7,coal,coal,steam_turbine,0.5687203791469194,0.5690574985180795,0.5549132947976878,0.5549132947976878
6215,184.0,184.0,102.0,-103.0,2018-02-02 16:00:00+00:00,2017-03-06 20:00:00+00:00,103.0,2017-03-06 20:00:00+00:00,"('ST',)",156.3,156.2,coal,coal,steam_turbine,0.6589891234804862,0.6594110115236876,0.5597826086956522,0.5597826086956522
6216,186.0,186.0,91.0,-102.0,2017-06-12 09:00:00+00:00,2018-03-29 18:00:00+00:00,102.0,2018-03-29 18:00:00+00:00,"('ST',)",156.3,156.2,coal,coal,steam_turbine,0.6525911708253358,0.6530089628681178,0.5483870967741935,0.5483870967741935
6217,168.0,168.0,87.0,-119.0,2015-02-25 09:00:00+00:00,2016-03-24 22:00:00+00:00,119.0,2016-03-24 22:00:00+00:00,"('ST',)",168.8,168.7,coal,coal,steam_turbine,0.7049763033175355,0.7053941908713693,0.7083333333333334,0.7083333333333334
6218,350.0,350.0,136.0,-206.0,2015-02-27 10:00:00+00:00,2015-09-24 19:00:00+00:00,206.0,2015-09-24 19:00:00+00:00,"('ST',)",352.8,352.7,coal,coal,steam_turbine,0.5839002267573696,0.5840657782818259,0.5885714285714285,0.5885714285714285
6219,500.0,500.0,216.0,-289.0,2016-01-23 14:00:00+00:00,2017-09-21 18:00:00+00:00,289.0,2017-09-21 18:00:00+00:00,"('ST',)",544.5,544.5,coal,coal,steam_turbine,0.5307621671258035,0.5307621671258035,0.578,0.578
6220,0.0,0.0,0.0,0.0,2015-01-01 06:00:00+00:00,2015-01-01 06:00:00+00:00,0.0,2015-01-01 06:00:00+00:00,"('ST',)",480.0,240.0,coal,coal,steam_turbine,0.0,0.0,,
6221,0.0,0.0,0.0,0.0,2015-01-01 06:00:00+00:00,2015-01-01 06:00:00+00:00,0.0,2015-01-01 06:00:00+00:00,"('ST',)",535.5,535.5,coal,coal,steam_turbine,0.0,0.0,,
6222,70.0,70.0,36.0,-32.0,2018-03-26 18:00:00+00:00,2018-03-26 16:00:00+00:00,36.0,2018-03-26 18:00:00+00:00,"('ST',)",90.0,90.0,coal,coal,steam_turbine,0.4,0.4,0.5142857142857142,0.5142857142857142
6223,86.0,86.0,33.0,-34.0,2015-02-23 00:00:00+00:00,2015-02-06 21:00:00+00:00,34.0,2015-02-06 21:00:00+00:00,"('ST',)",90.0,90.0,coal,coal,steam_turbine,0.37777777777777777,0.37777777777777777,0.3953488372093023,0.3953488372093023
6224,91.0,91.0,45.0,-51.0,2015-09-25 05:00:00+00:00,2016-07-01 17:00:00+00:00,51.0,2016-07-01 17:00:00+00:00,"('ST',)",90.0,90.0,coal,coal,steam_turbine,0.5666666666666667,0.5666666666666667,0.5604395604395604,0.5604395604395604
6225,91.0,91.0,35.0,-67.0,2018-04-27 18:00:00+00:00,2017-10-26 11:00:00+00:00,67.0,2017-10-26 11:00:00+00:00,"('ST',)",90.0,90.0,coal,coal,steam_turbine,0.7444444444444445,0.7444444444444445,0.7362637362637363,0.7362637362637363
6226,92.0,92.0,33.0,-59.0,2016-06-17 03:00:00+00:00,2018-11-01 21:00:00+00:00,59.0,2018-11-01 21:00:00+00:00,"('ST',)",90.0,90.0,coal,coal,steam_turbine,0.6555555555555556,0.6555555555555556,0.6413043478260869,0.6413043478260869
6227,77.0,77.0,29.0,-61.0,2016-08-02 18:00:00+00:00,2016-08-02 16:00:00+00:00,61.0,2016-08-02 16:00:00+00:00,"('ST',)",65.0,80.0,coal,coal,steam_turbine,0.9384615384615385,0.7625,0.7922077922077922,0.7922077922077922
6228,24.0,24.0,8.0,-8.0,2015-08-18 14:00:00+00:00,2015-08-18 12:00:00+00:00,8.0,2015-08-18 14:00:00+00:00,"('ST',)",29.4,29.3,gas,coal,steam_turbine,0.272108843537415,0.27303754266211605,0.3333333333333333,0.3333333333333333
6229,38.0,38.0,7.0,-4.0,2015-11-06 23:00:00+00:00,2015-11-08 18:00:00+00:00,7.0,2015-11-06 23:00:00+00:00,"('ST',)",48.0,44.0,coal,coal,steam_turbine,0.14583333333333334,0.1590909090909091,0.18421052631578946,0.18421052631578946
6230,36.0,36.0,12.0,-12.0,2015-02-10 11:00:00+00:00,2015-02-12 04:00:00+00:00,12.0,2015-02-10 11:00:00+00:00,"('ST',)",50.0,47.0,coal,coal,steam_turbine,0.24,0.2553191489361702,0.3333333333333333,0.3333333333333333
6231,78.0,78.0,37.0,-31.0,2018-08-10 18:00:00+00:00,2018-08-10 11:00:00+00:00,37.0,2018-08-10 18:00:00+00:00,"('ST',)",83.0,80.0,coal,coal,steam_turbine,0.4457831325301205,0.4625,0.47435897435897434,0.47435897435897434
6232,74.0,74.0,45.0,-34.0,2016-06-30 18:00:00+00:00,2016-06-30 17:00:00+00:00,45.0,2016-06-30 18:00:00+00:00,"('ST',)",83.0,80.0,coal,coal,steam_turbine,0.5421686746987951,0.5625,0.6081081081081081,0.6081081081081081
6233,72.0,72.0,29.0,-32.0,2015-03-25 11:00:00+00:00,2018-04-19 19:00:00+00:00,32.0,2018-04-19 19:00:00+00:00,"('ST',)",83.0,80.0,coal,coal,steam_turbine,0.3855421686746988,0.4,0.4444444444444444,0.4444444444444444
6234,169.0,169.0,57.0,-100.0,2015-01-03 22:00:00+00:00,2019-04-13 19:00:00+00:00,100.0,2019-04-13 19:00:00+00:00,"('ST',)",154.7,154.7,coal,coal,steam_turbine,0.6464124111182935,0.6464124111182935,0.591715976331361,0.591715976331361
6235,45.0,45.0,19.0,-15.0,2017-12-14 23:00:00+00:00,2017-03-07 15:00:00+00:00,19.0,2017-12-14 23:00:00+00:00,"('ST',)",44.0,44.0,coal,coal,steam_turbine,0.4318181818181818,0.4318181818181818,0.4222222222222222,0.4222222222222222
6236,0.0,0.0,0.0,0.0,2015-01-01 06:00:00+00:00,2015-01-01 06:00:00+00:00,0.0,2015-01-01 06:00:00+00:00,"('ST',)",34.5,73.0,gas,gas,steam_turbine,0.0,0.0,,
6237,88.0,88.0,44.0,-37.0,2016-03-01 00:00:00+00:00,2016-02-29 22:00:00+00:00,44.0,2016-03-01 00:00:00+00:00,"('ST',)",81.6,81.6,gas,gas,steam_turbine,0.5392156862745099,0.5392156862745099,0.5,0.5
6238,53.0,53.0,27.0,-27.0,2018-01-05 14:00:00+00:00,2017-09-23 00:00:00+00:00,27.0,2018-01-05 14:00:00+00:00,"('ST',)",58.0,58.0,gas,gas,steam_turbine,0.46551724137931033,0.46551724137931033,0.5094339622641509,0.5094339622641509
6239,52.0,52.0,27.0,-23.0,2018-04-19 12:00:00+00:00,2016-08-19 20:00:00+00:00,27.0,2018-04-19 12:00:00+00:00,"('ST',)",58.0,58.0,gas,gas,steam_turbine,0.46551724137931033,0.46551724137931033,0.5192307692307693,0.5192307692307693
6240,73.0,73.0,30.0,-44.0,2016-11-21 10:00:00+00:00,2015-12-01 19:00:00+00:00,44.0,2015-12-01 19:00:00+00:00,"('ST',)",75.0,75.0,,coal,steam_turbine,0.5866666666666667,0.5866666666666667,0.6027397260273972,0.6027397260273972
6241,74.0,74.0,37.0,-51.0,2015-07-30 16:00:00+00:00,2015-07-30 14:00:00+00:00,51.0,2015-07-30 14:00:00+00:00,"('ST',)",75.0,75.0,,coal,steam_turbine,0.68,0.68,0.6891891891891891,0.6891891891891891
6242,399.0,399.0,155.0,-348.0,2015-12-02 11:00:00+00:00,2016-06-21 16:00:00+00:00,348.0,2016-06-21 16:00:00+00:00,"('ST',)",364.5,364.5,coal,coal,steam_turbine,0.9547325102880658,0.9547325102880658,0.8721804511278195,0.8721804511278195
6243,653.0,653.0,277.0,-477.0,2016-03-10 11:00:00+00:00,2016-05-09 18:00:00+00:00,477.0,2016-05-09 18:00:00+00:00,"('ST',)",558.0,558.0,coal,coal,steam_turbine,0.8548387096774194,0.8548387096774194,0.7304747320061256,0.7304747320061256
6244,0.0,0.0,0.0,0.0,2015-01-01 07:00:00+00:00,2015-01-01 07:00:00+00:00,0.0,2015-01-01 07:00:00+00:00,"('ST',)",35.3,35.3,other,other,steam_turbine,0.0,0.0,,
